normalized_polarity_output_hotel_1997.json,3
normalized_polarity_output_hotel_906.json,1
normalized_polarity_output_hotel_5832.json,3
normalized_polarity_output_hotel_12511.json,1
normalized_polarity_output_hotel_12508.json,3
normalized_polarity_output_hotel_795.json,1
normalized_polarity_output_hotel_1349.json,1
normalized_polarity_output_hotel_980.json,1
normalized_polarity_output_hotel_1653.json,3
normalized_polarity_output_hotel_1924.json,3
normalized_polarity_output_hotel_937.json,2
normalized_polarity_output_hotel_7069.json,1
normalized_polarity_output_hotel_11172.json,2
normalized_polarity_output_hotel_12119.json,2
normalized_polarity_output_hotel_10963.json,2
normalized_polarity_output_hotel_434.json,1
normalized_polarity_output_hotel_1255.json,1
normalized_polarity_output_hotel_1799.json,3
normalized_polarity_output_hotel_1616.json,1
normalized_polarity_output_hotel_11130.json,1
normalized_polarity_output_hotel_3542.json,1
normalized_polarity_output_hotel_9169.json,2
normalized_polarity_output_hotel_4703.json,1
normalized_polarity_output_hotel_11189.json,1
normalized_polarity_output_hotel_6700.json,1
normalized_polarity_output_hotel_12168.json,1
normalized_polarity_output_hotel_12113.json,1
normalized_polarity_output_hotel_1794.json,3
normalized_polarity_output_hotel_11215.json,2
normalized_polarity_output_hotel_881.json,1
normalized_polarity_output_hotel_1268.json,1
normalized_polarity_output_hotel_5997.json,3
normalized_polarity_output_hotel_2732.json,3
normalized_polarity_output_hotel_4977.json,3
normalized_polarity_output_hotel_841.json,1
normalized_polarity_output_hotel_11528.json,2
normalized_polarity_output_hotel_12534.json,1
normalized_polarity_output_hotel_8829.json,1
normalized_polarity_output_hotel_11344.json,2
normalized_polarity_output_hotel_5974.json,3
normalized_polarity_output_hotel_130.json,1
normalized_polarity_output_hotel_12313.json,2
normalized_polarity_output_hotel_1857.json,3
normalized_polarity_output_hotel_9919.json,2
normalized_polarity_output_hotel_12557.json,1
normalized_polarity_output_hotel_12216.json,1
normalized_polarity_output_hotel_8851.json,3
normalized_polarity_output_hotel_12528.json,1
normalized_polarity_output_hotel_644.json,3
normalized_polarity_output_hotel_4625.json,3
normalized_polarity_output_hotel_2760.json,3
normalized_polarity_output_hotel_7718.json,2
normalized_polarity_output_hotel_210.json,1
normalized_polarity_output_hotel_12151.json,3
normalized_polarity_output_hotel_299.json,3
normalized_polarity_output_hotel_4508.json,2
normalized_polarity_output_hotel_2752.json,1
normalized_polarity_output_hotel_178.json,1
normalized_polarity_output_hotel_3445.json,3
normalized_polarity_output_hotel_12454.json,2
normalized_polarity_output_hotel_2758.json,1
normalized_polarity_output_hotel_5347.json,2
normalized_polarity_output_hotel_1594.json,1
normalized_polarity_output_hotel_10912.json,1
normalized_polarity_output_hotel_2173.json,3
normalized_polarity_output_hotel_602.json,1
normalized_polarity_output_hotel_11985.json,3
normalized_polarity_output_hotel_655.json,1
normalized_polarity_output_hotel_4704.json,3
normalized_polarity_output_hotel_3398.json,2
normalized_polarity_output_hotel_2481.json,3
normalized_polarity_output_hotel_12671.json,3
normalized_polarity_output_hotel_12685.json,3
normalized_polarity_output_hotel_11128.json,1
normalized_polarity_output_hotel_12355.json,3
normalized_polarity_output_hotel_11315.json,2
normalized_polarity_output_hotel_11973.json,3
normalized_polarity_output_hotel_11505.json,2
normalized_polarity_output_hotel_4455.json,1
normalized_polarity_output_hotel_990.json,3
normalized_polarity_output_hotel_8617.json,1
normalized_polarity_output_hotel_871.json,3
normalized_polarity_output_hotel_3102.json,1
normalized_polarity_output_hotel_9427.json,3
normalized_polarity_output_hotel_1605.json,1
normalized_polarity_output_hotel_9941.json,1
normalized_polarity_output_hotel_11175.json,1
normalized_polarity_output_hotel_10430.json,2
normalized_polarity_output_hotel_786.json,1
normalized_polarity_output_hotel_1264.json,1
normalized_polarity_output_hotel_7866.json,3
normalized_polarity_output_hotel_1510.json,3
normalized_polarity_output_hotel_12424.json,1
normalized_polarity_output_hotel_11016.json,2
normalized_polarity_output_hotel_1154.json,1
normalized_polarity_output_hotel_1246.json,3
normalized_polarity_output_hotel_11601.json,3
normalized_polarity_output_hotel_2905.json,2
normalized_polarity_output_hotel_5981.json,1
normalized_polarity_output_hotel_11321.json,3
normalized_polarity_output_hotel_11229.json,1
normalized_polarity_output_hotel_7921.json,1
normalized_polarity_output_hotel_10302.json,1
normalized_polarity_output_hotel_1578.json,3
